journal,pmc_ID,accession,converted_accession
F1000Res,PMC4536609,SRR1919665,SRP055445
F1000Res,PMC4536609,SRR1919943,SRP055445
F1000Res,PMC4536609,SRR1919666,SRP055445
F1000Res,PMC4536609,SRR1919944,SRP055445
F1000Res,PMC4536609,SRR1919667,SRP055445
F1000Res,PMC4536609,SRR1919639,SRP055445
F1000Res,PMC4536609,SRR1919638,SRP055445
F1000Res,PMC4536609,SRR1919637,SRP055445
F1000Res,PMC4830215,GSE1133,GSE1133
F1000Res,PMC4830215,GSE7307,GSE7307
F1000Res,PMC6113886,GSE1749,GSE1749
F1000Res,PMC6113886,GSE18290,GSE18290
F1000Res,PMC6113886,GSE41637,GSE41637
F1000Res,PMC6113886,GSE30352,GSE30352
F1000Res,PMC4837985,GSE33828,GSE33828
F1000Res,PMC4837985,GSE48556,GSE48556
F1000Res,PMC4991527,ERS1158075,ERP015615
F1000Res,PMC4991527,ERS1158083,ERP015615
F1000Res,PMC4991527,ERS1158082,ERP015615
F1000Res,PMC4991527,ERS1158081,ERP015615
F1000Res,PMC4991527,ERS1158080,ERP015615
F1000Res,PMC4991527,ERS1158079,ERP015615
F1000Res,PMC4991527,ERS1158078,ERP015615
F1000Res,PMC4991527,ERS1158077,ERP015615
F1000Res,PMC4991527,ERS1158076,ERP015615
F1000Res,PMC5200948,GSE18508,GSE18508
F1000Res,PMC5200948,GSE37764,GSE37764
F1000Res,PMC4995686,PRJNA286671,SRP059392
F1000Res,PMC4995686,SRX055380,SRP004311
F1000Res,PMC5247789,SRP073457,SRP073457
F1000Res,PMC5200947,PRJNA232394,SRP034866
F1000Res,PMC5200947,PRJNA190909,NaN
F1000Res,PMC4805159,GSE26320,GSE26320
F1000Res,PMC4805159,GSE30567,GSE30567
F1000Res,PMC5247791,GSE23934,GSE23934
F1000Res,PMC5247791,GSE7410,GSE7410
F1000Res,PMC5247791,GSE6791,GSE6791
F1000Res,PMC5247791,GSE7803,GSE7803
F1000Res,PMC5247791,GSE9750,GSE9750
F1000Res,PMC5247791,GSE26342,GSE26342
F1000Res,PMC5224686,ERA365111,NaN
F1000Res,PMC5224686,GSE34272,GSE34272
F1000Res,PMC5302150,GSE30611,GSE30611
F1000Res,PMC5302150,GSE26386,GSE26386
F1000Res,PMC4897750,GSE24129,GSE24129
F1000Res,PMC4897750,GPL570,GSE2109
F1000Res,PMC4897750,GSE25861,GSE25861
F1000Res,PMC4897750,GSE12767,GSE12767
F1000Res,PMC4897750,GPL6883,GSE36868
F1000Res,PMC4897750,GSE27272,GSE27272
F1000Res,PMC4897750,GSE40182,GSE40182
F1000Res,PMC4897750,GSE30032,GSE30032
F1000Res,PMC4897750,GSE4100,GSE4100
F1000Res,PMC4897750,GPL6102,GSE29536
F1000Res,PMC4897750,GSE35574,GSE35574
F1000Res,PMC4897750,GSE6573,GSE6573
F1000Res,PMC4897750,GSE7434,GSE7434
F1000Res,PMC4897750,GPL6244,GSE66499
F1000Res,PMC4897750,GPL2986,GSE15289
F1000Res,PMC4897750,GSE12216,GSE12216
F1000Res,PMC4897750,GPL96,GSE19301
F1000Res,PMC4897750,GSE9773,GSE9773
F1000Res,PMC4897750,GSE7586,GSE7586
F1000Res,PMC4897750,GSE28551,GSE28551
F1000Res,PMC4897750,GPL10558,GSE65907
F1000Res,PMC4897750,GSE65271,GSE65271
F1000Res,PMC4897750,GSE22490,GSE22490
F1000Res,PMC4897750,GSE37901,GSE37901
F1000Res,PMC4897750,GSE10588,GSE10588
F1000Res,PMC4897750,GSE9984,GSE9984
F1000Res,PMC4897750,GSE75626,GSE75626
F1000Res,PMC4897750,GSE30186,GSE30186
F1000Res,PMC4897750,GPL7350,GSE30916
F1000Res,PMC4897750,GSE19649,GSE19649
F1000Res,PMC4897750,GSE14722,GSE14722
F1000Res,PMC4897750,GSE25906,GSE25906
F1000Res,PMC4897750,GSE60424,GSE60424
F1000Res,PMC4838008,GSE29429,GSE29429
F1000Res,PMC4838008,GPL10558,GSE65907
F1000Res,PMC4838008,GPL6947,GSE20142
F1000Res,PMC4838008,GSE6740,GSE6740
F1000Res,PMC4838008,GSE16363,GSE16363
F1000Res,PMC4838008,GSE28128,GSE28128
F1000Res,PMC4838008,GSE24081,GSE24081
F1000Res,PMC4838008,GSE56837,GSE56837
F1000Res,PMC4838008,GSE23879,GSE23879
F1000Res,PMC4838008,GSE18233,GSE18233
F1000Res,PMC4838008,GSE44228,GSE44228
F1000Res,PMC4838008,GSE19087,GSE19087
F1000Res,PMC4838008,GSE52900,GSE52900
F1000Res,PMC4838008,GSE10924,GSE10924
F1000Res,PMC4838008,GSE28177,GSE28177
F1000Res,PMC4838008,GSE5220,GSE5220
F1000Res,PMC4838008,GSE58411,GSE58411
F1000Res,PMC4838008,GSE56804,GSE56804
F1000Res,PMC4838008,GSE9927,GSE9927
F1000Res,PMC4838008,GSE14278,GSE14278
F1000Res,PMC4838008,GSE23183,GSE23183
F1000Res,PMC4838008,GSE42058,GSE42058
F1000Res,PMC4838008,GSE33580,GSE33580
F1000Res,PMC4838008,GSE18468,GSE18468
F1000Res,PMC4838008,GSE50834,GSE50834
F1000Res,PMC4838008,GSE17440,GSE17440
F1000Res,PMC4838008,GSE4124,GSE4124
F1000Res,PMC4838008,GSE39941,GSE39941
F1000Res,PMC4838008,GSE39939,GSE39939
F1000Res,PMC4838008,GSE39940,GSE39940
F1000Res,PMC4838008,GSE37250,GSE37250
F1000Res,PMC4838008,GSE2171,GSE2171
F1000Res,PMC4838008,GSE19811,GSE19811
F1000Res,PMC4838008,GSE17189,GSE17189
F1000Res,PMC4838008,GSE35864,GSE35864
F1000Res,PMC4838008,GSE21589,GSE21589
F1000Res,PMC4838008,GSE50011,GSE50011
F1000Res,PMC4916988,GSE27272,GSE27272
F1000Res,PMC4916988,GSE30032,GSE30032
F1000Res,PMC4916988,GSE53471,GSE53471
F1000Res,PMC4916988,GSE53472,GSE53472
F1000Res,PMC4916988,GSE53473,GSE53473
F1000Res,PMC4916988,GSE67057,GSE67057
F1000Res,PMC4916988,GSE3140,GSE3140
F1000Res,PMC4916988,GSE24132,GSE24132
F1000Res,PMC4916988,GSE25504,GSE25504
F1000Res,PMC4916988,GSE26440,GSE26440
F1000Res,PMC4916988,GSE26378,GSE26378
F1000Res,PMC4916988,GSE69686,GSE69686
F1000Res,PMC4916988,GSE32472,GSE32472
F1000Res,PMC4916988,GSE29807,GSE29807
F1000Res,PMC4916988,GPL6947,GSE20142
F1000Res,PMC4916988,GPL13667,GSE60408
F1000Res,PMC4916988,GPL570,GSE2109
F1000Res,PMC4916988,GSE21342,GSE21342
F1000Res,PMC4916988,GSE36828,GSE36828
F1000Res,PMC4916988,GSE17639,GSE17639
F1000Res,PMC4916988,GSE36994,GSE36994
F1000Res,PMC4916988,GSE36984,GSE36984
F1000Res,PMC4916988,GSE36988,GSE36988
F1000Res,PMC4916988,GSE49438,GSE49438
F1000Res,PMC4916988,GSE24759,GSE24759
F1000Res,PMC4916988,GSE29522,GSE29522
F1000Res,PMC4916988,GSE54668,GSE54668
F1000Res,PMC4916988,GSE65128,GSE65128
F1000Res,PMC4916988,GSE53572,GSE53572
F1000Res,PMC4916988,GSE22501,GSE22501
F1000Res,PMC4916988,GSE31976,GSE31976
F1000Res,PMC4916988,GSE25119,GSE25119
F1000Res,PMC4916988,GSE25085,GSE25085
F1000Res,PMC4916988,GSE25087,GSE25087
F1000Res,PMC4916988,GSE1460,GSE1460
F1000Res,PMC4916988,GSE52129,GSE52129
F1000Res,PMC4916988,GSE33425,GSE33425
F1000Res,PMC4916988,GSE33374,GSE33374
F1000Res,PMC4916988,GSE33424,GSE33424
F1000Res,PMC4893979,GSE76618,GSE76618
F1000Res,PMC4857747,GSE79922,GSE79922
F1000Res,PMC4857747,GSE79960,GSE79960
F1000Res,PMC4857747,PRJNA307561,SRP068028
F1000Res,PMC4857747,SRR3083757,SRP068028
F1000Res,PMC4857747,SRR3083758,SRP068028
F1000Res,PMC4857747,SRR3083759,SRP068028
F1000Res,PMC4857747,SRR3083760,SRP068028
F1000Res,PMC5054814,SRP072416,SRP072416
F1000Res,PMC5497815,PRJNA345486,SRP091668
F1000Res,PMC5497815,SRP091668,SRP091668
F1000Res,PMC5497815,SRR5500242,SRP091668
F1000Res,PMC5497815,SRR5500243,SRP091668
F1000Res,PMC5497815,SRR5500246,SRP091668
F1000Res,PMC5497815,SRR5500247,SRP091668
F1000Res,PMC5497815,SRR5500249,SRP091668
F1000Res,PMC5499785,PRJNA272769,SRP052524
F1000Res,PMC5499785,SRX845504,SRP052524
F1000Res,PMC5499785,SRX853961,SRP052524
F1000Res,PMC5499785,SRX853969,SRP052524
F1000Res,PMC5414814,SRP006678,SRP006678
F1000Res,PMC5414814,SRP008673,SRP008673
F1000Res,PMC5414814,GSE93201,GSE93201
F1000Res,PMC5428526,GSE63818,GSE63818
F1000Res,PMC5428526,SRP066834,SRP066834
F1000Res,PMC5428526,GSE54695,GSE54695
F1000Res,PMC5428526,GSE77288,GSE77288
F1000Res,PMC5428526,GSE65525,GSE65525
F1000Res,PMC5428526,GSM159950,GSE6932
F1000Res,PMC5428526,GSE75790,GSE75790
F1000Res,PMC5482328,GSE93201,GSE93201
F1000Res,PMC5428514,GSE65194,GSE65194
F1000Res,PMC5506536,SRR227441,SRP006944
F1000Res,PMC5558107,GSE95601,GSE95601
F1000Res,PMC5365227,GSE34526,GSE34526
F1000Res,PMC5365227,GSE37277,GSE37277
F1000Res,PMC5365227,GSE37110,GSE37110
F1000Res,PMC5365227,GSE37117,GSE37117
F1000Res,PMC5365227,GSE37116,GSE37116
F1000Res,PMC5365227,GSE9526,GSE9526
F1000Res,PMC5365227,GSE40400,GSE40400
F1000Res,PMC5365227,GSE10946,GSE10946
F1000Res,PMC5365227,GSE31681,GSE31681
F1000Res,PMC5365227,GSE5850,GSE5850
F1000Res,PMC5365227,GSE43684,GSE43684
F1000Res,PMC5365227,GSE12034,GSE12034
F1000Res,PMC5357036,SRP095082,SRP095082
F1000Res,PMC5325077,GSE71137,GSE71137
F1000Res,PMC5437953,GSE42836,GSE42836
F1000Res,PMC5437953,GSM105115,GSE4667
F1000Res,PMC5437953,SRP020008,SRP020008
F1000Res,PMC5437953,SRR800081,SRP020008
F1000Res,PMC5437953,GSE19824,GSE19824
F1000Res,PMC5437953,GSM497251,GSE19824
F1000Res,PMC5437953,GSM497252,GSE19824
F1000Res,PMC5437953,SRP013772,SRP013772
F1000Res,PMC5437953,SRR513760,SRP013772
F1000Res,PMC5437953,SRR800045,SRP020008
F1000Res,PMC5437953,GSE78583,GSE78583
F1000Res,PMC5437953,GSM207241,GSE8356
F1000Res,PMC5437953,GSE96683,GSE96683
F1000Res,PMC5399971,ERR063640,ERP000264
F1000Res,PMC5399971,PRJNA328296,SRP092357
F1000Res,PMC5461914,ERS624612,ERP008945
F1000Res,PMC5461914,ERS624613,ERP008945
F1000Res,PMC5461914,ERS624611,ERP010530
F1000Res,PMC5461914,ERS738393,ERP010530
F1000Res,PMC5538040,ERR2025969,ERP017162
F1000Res,PMC5265704,SRP045655,NaN
F1000Res,PMC5580432,GSE36139,GSE36139
F1000Res,PMC5590079,SRR3439009,SRP061137
F1000Res,PMC5590088,PRJNA160933,SRP013208
F1000Res,PMC5590088,PRJNA324837,SRP090313
F1000Res,PMC5590088,SRX2185832,SRP090313
F1000Res,PMC5590088,SRX2185868,SRP090313
F1000Res,PMC5590088,SRX2185872,SRP090313
F1000Res,PMC5590088,SRX2185977,SRP090313
F1000Res,PMC5590088,SRX2186010,SRP090313
F1000Res,PMC5590088,SRX2186189,SRP090313
F1000Res,PMC5590088,SRX2186191,SRP090313
F1000Res,PMC5590088,SRX2186294,SRP090313
F1000Res,PMC5590088,SRX2186381,SRP090313
F1000Res,PMC5590088,SRX2186766,SRP090313
F1000Res,PMC5590088,SRX2186768,SRP090313
F1000Res,PMC5590088,SRX2186784,SRP090313
F1000Res,PMC5590088,SRX2186786,SRP090313
F1000Res,PMC5590088,SRX2186798,SRP090313
F1000Res,PMC5590088,SRX2186800,SRP090313
F1000Res,PMC5590088,SRX2186879,SRP090313
F1000Res,PMC5590088,SRX2186704,SRP090313
F1000Res,PMC5130078,GSE11375,GSE11375
F1000Res,PMC5130078,GSE34205,GSE34205
F1000Res,PMC5130078,GSE38900,GSE38900
F1000Res,PMC5130078,GSE60424,GSE60424
F1000Res,PMC5130078,GSE28750,GSE28750
F1000Res,PMC5130078,GSE29536,GSE29536
F1000Res,PMC5130078,GSE40012,GSE40012
F1000Res,PMC5130078,GSE17156,GSE17156
F1000Res,PMC5130078,GSE19439,GSE19439
F1000Res,PMC5130078,GSE34608,GSE34608
F1000Res,PMC5130078,GSE30101,GSE30101
F1000Res,PMC5130078,GSE32862,GSE32862
F1000Res,PMC5130078,GSE32682,GSE32682
F1000Res,PMC5130078,GSE17763,GSE17763
F1000Res,PMC5130078,GSE17449,GSE17449
F1000Res,PMC5130078,GSE2135,GSE2135
F1000Res,PMC5130078,GSE15072,GSE15072
F1000Res,PMC5130078,GSE30174,GSE30174
F1000Res,PMC5130078,GSE32575,GSE32575
F1000Res,PMC5130078,GSE5580,GSE5580
F1000Res,PMC5130078,GDS353,GSE460
F1000Res,PMC5130078,GSE460,GSE460
F1000Res,PMC5130078,GDS4608,GSE30355
F1000Res,PMC5130078,GSE30355,GSE30355
F1000Res,PMC5130078,GDS1276,GSE2411
F1000Res,PMC5130078,GSE2411,GSE2411
F1000Res,PMC5130078,GSE30147,GSE30147
F1000Res,PMC5605993,SRR562646,SRP015640
F1000Res,PMC5605993,GSM102731,GSE4590
F1000Res,PMC5605993,GSM999527,GSE40705
F1000Res,PMC5605993,SRR562645,SRP015640
F1000Res,PMC5621122,SRP009615,NaN
F1000Res,PMC5621122,SRP045638,SRP045638
F1000Res,PMC5621122,SRR2071341,SRP045638
F1000Res,PMC5621122,SRR2071345,SRP045638
F1000Res,PMC5621122,SRR2071346,SRP045638
F1000Res,PMC5621122,SRR2071347,SRP045638
F1000Res,PMC5621122,SRR2071348,SRP045638
F1000Res,PMC5621122,SRR1554541,SRP045638
F1000Res,PMC5621122,SRR1554554,SRP045638
F1000Res,PMC5621122,SRR1554535,SRP045638
F1000Res,PMC5621122,SRR1554558,SRP045638
F1000Res,PMC5621122,SRR1554553,SRP045638
F1000Res,PMC5621122,GSM836270,GPL10999
F1000Res,PMC5621122,GSM836271,GPL10999
F1000Res,PMC5621122,GSM836272,GPL10999
F1000Res,PMC5621122,GSM836273,GPL10999
F1000Res,PMC5621122,GSM847561,GPL10999
F1000Res,PMC5621122,GSM847562,GPL10999
F1000Res,PMC5621122,SRX683791,SRP045638
F1000Res,PMC5621122,SRX683792,SRP045638
F1000Res,PMC5621122,SRX683793,SRP045638
F1000Res,PMC5621122,SRX683794,SRP045638
F1000Res,PMC5621122,SRX683795,SRP045638
F1000Res,PMC5621122,SRX683796,SRP045638
F1000Res,PMC5621122,SRR1554533,SRP045638
F1000Res,PMC5621122,SRS686961,SRP045638
F1000Res,PMC5621122,SRR1554534,SRP045638
F1000Res,PMC5621122,SRS686962,SRP045638
F1000Res,PMC5621122,SRS686963,SRP045638
F1000Res,PMC5621122,SRR1554536,SRP045638
F1000Res,PMC5621122,SRS686964,SRP045638
F1000Res,PMC5621122,SRR1554537,SRP045638
F1000Res,PMC5621122,SRS686965,SRP045638
F1000Res,PMC5621122,SRR1554538,SRP045638
F1000Res,PMC5621122,SRS686966,SRP045638
F1000Res,PMC5621122,PRJNA245228,SRP045638
F1000Res,PMC5635439,SRR4088561,SRP061137
F1000Res,PMC5635450,SRR3546815,SRP061137
F1000Res,PMC6124382,GSE36809,GSE36809
F1000Res,PMC5635440,GSE90793,GSE90793
F1000Res,PMC5657021,PRJNA388541,SRP110136
F1000Res,PMC5657021,SRR5740352,SRP110136
F1000Res,PMC5657021,SRR5740353,SRP110136
F1000Res,PMC5657021,SRR5740362,SRP110136
F1000Res,PMC5657021,SRR5740364,SRP110136
F1000Res,PMC5657021,SRR5740374,SRP110136
F1000Res,PMC5657021,SRR5740375,SRP110136
F1000Res,PMC6008849,GSE6462,GSE6462
F1000Res,PMC6008849,GSM148517,GSE6462
F1000Res,PMC6008849,GSM148572,GSE6462
F1000Res,PMC6008849,GSE6,GSE6
F1000Res,PMC5998006,GSM276858,GSE10922
F1000Res,PMC5747338,GSE63310,GSE63310
F1000Res,PMC5747338,GSE19446,GSE19446
F1000Res,PMC5747338,GPL6887,GSE53202
F1000Res,PMC5747339,PRJNA345218,SRP090762
F1000Res,PMC6039931,GSE45764,GSE45764
F1000Res,PMC6039931,GSE29614,GSE29614
F1000Res,PMC5801567,PRJNA325061,SRP082217
F1000Res,PMC5801567,PRJNA324822,SRP080969
F1000Res,PMC5801567,SRX3218250,SRP082217
F1000Res,PMC5801567,SRX3218281,SRP082217
F1000Res,PMC5801567,SRX3218264,SRP082217
F1000Res,PMC5801567,SRX3218271,SRP082217
F1000Res,PMC5801567,SRX3218254,SRP082217
F1000Res,PMC5801567,SRX3218259,SRP082217
F1000Res,PMC5801567,SRX3218262,SRP082217
F1000Res,PMC5801567,SRX3218263,SRP082217
F1000Res,PMC5801567,SRX3218253,SRP082217
F1000Res,PMC5801567,SRX3218272,SRP082217
F1000Res,PMC5801567,SRX3218275,SRP082217
F1000Res,PMC5801567,SRX3218260,SRP082217
F1000Res,PMC5801567,SRX3218261,SRP082217
F1000Res,PMC5801567,SRX3218276,SRP082217
F1000Res,PMC5806050,GSE6328,GSE6328
F1000Res,PMC5806050,GSE63282,GSE63282
F1000Res,PMC5820610,GSE45255,GSE45255
F1000Res,PMC5820610,GSE2034,GSE2034
F1000Res,PMC5820610,GSE5327,GSE5327
F1000Res,PMC5820610,GSE12093,GSE12093
F1000Res,PMC5820610,GSE9195,GSE9195
F1000Res,PMC5820610,GSE11121,GSE11121
F1000Res,PMC5820610,GSE1456,GSE1456
F1000Res,PMC5820610,GSE2603,GSE2603
F1000Res,PMC5820610,GSE6532,GSE6532
F1000Res,PMC5820610,GSE7390,GSE7390
F1000Res,PMC5820610,GSE7378,GSE7378
F1000Res,PMC5820610,GSE4922,GSE4922
F1000Res,PMC5820610,GPL96,GSE19301
F1000Res,PMC5820610,GPL570,GSE2109
F1000Res,PMC5820610,GPL97,GSE37642
F1000Res,PMC5820610,GPL4685,GSE54644;GSE54646
F1000Res,PMC5850119,SRP062966,SRP062966
F1000Res,PMC5850119,SRR2443263,SRP062966
F1000Res,PMC5850119,SRR2443262,SRP062966
F1000Res,PMC5850119,SRR2443261,SRP062966
F1000Res,PMC5861515,GSE48846,GSE48846
F1000Res,PMC5861515,GSE49642,GSE49642
F1000Res,PMC5861515,GSE62190,GSE62190
F1000Res,PMC5861515,PRJNA315254,SRP072024
F1000Res,PMC5904727,DRA002550,DRP002623
F1000Res,PMC5904727,DRX021324,DRP002623
F1000Res,PMC5904727,DRX021346,DRP002623
F1000Res,PMC5904727,DRR023270,DRP002623
F1000Res,PMC5904727,DRR023292,DRP002623
F1000Res,PMC5904727,GSE71008,GSE71008
F1000Res,PMC5946162,SRP022162,SRP022162
F1000Res,PMC5843846,GSE31519,GSE31519
F1000Res,PMC5843846,GSE43837,GSE43837
F1000Res,PMC6134335,GSE60749,GSE60749
F1000Res,PMC6134335,GPL13112,GSE75330
F1000Res,PMC6134335,SRP073808,SRP073808
F1000Res,PMC6134335,GSE52529,GSE52529
F1000Res,PMC6134335,GPL16791,GSE118723
F1000Res,PMC6178912,ERR188297,ERP001942
F1000Res,PMC6505635,DRP003075,DRP003075
F1000Res,PMC6505635,DRX019536,DRP003075
F1000Res,PMC6505635,DRS026974,DRP003075
F1000Res,PMC6505635,DRR021383,DRP003075
F1000Res,PMC6505635,DRX019537,DRP003075
F1000Res,PMC6505635,DRS026982,DRP003075
F1000Res,PMC6505635,DRR021384,DRP003075
F1000Res,PMC6505635,DRX019538,DRP003075
F1000Res,PMC6505635,DRS026979,DRP003075
F1000Res,PMC6505635,DRR021385,DRP003075
F1000Res,PMC6505635,DRX019540,DRP003075
F1000Res,PMC6505635,DRS026984,DRP003075
F1000Res,PMC6505635,DRR021387,DRP003075
F1000Res,PMC6505635,DRX019541,DRP003075
F1000Res,PMC6505635,DRS026978,DRP003075
F1000Res,PMC6505635,DRR021388,DRP003075
F1000Res,PMC6505635,DRX019543,DRP003075
F1000Res,PMC6505635,DRS026980,DRP003075
F1000Res,PMC6505635,DRR021390,DRP003075
F1000Res,PMC6505635,DRX019544,DRP003075
F1000Res,PMC6505635,DRS026981,DRP003075
F1000Res,PMC6505635,DRR021391,DRP003075
F1000Res,PMC6505635,ERP013565,ERP013565
F1000Res,PMC6505635,ERX1264364,ERP013565
F1000Res,PMC6505635,ERS1016056,ERP013565
F1000Res,PMC6505635,ERR1190989,ERP013565
F1000Res,PMC6505635,SRP010679,NaN
F1000Res,PMC6505635,SRX118285,Illumina
F1000Res,PMC6505635,SRS290854,NaN
F1000Res,PMC6505635,SRR403882,Illumina
F1000Res,PMC6505635,SRX118286,Illumina
F1000Res,PMC6505635,SRS290855,NaN
F1000Res,PMC6505635,SRR403883,Illumina
F1000Res,PMC6505635,SRX118287,Illumina
F1000Res,PMC6505635,SRS290856,NaN
F1000Res,PMC6505635,SRR403884,Illumina
F1000Res,PMC6505635,SRX118288,Illumina
F1000Res,PMC6505635,SRS290857,NaN
F1000Res,PMC6505635,SRR403885,Illumina
F1000Res,PMC6505635,SRX118289,Illumina
F1000Res,PMC6505635,SRS290858,NaN
F1000Res,PMC6505635,SRR403886,Illumina
F1000Res,PMC6505635,SRX118290,Illumina
F1000Res,PMC6505635,SRS290859,NaN
F1000Res,PMC6505635,SRR403887,Illumina
F1000Res,PMC6505635,SRX118291,Illumina
F1000Res,PMC6505635,SRS290860,NaN
F1000Res,PMC6505635,SRR403888,Illumina
F1000Res,PMC6505635,SRX118292,Illumina
F1000Res,PMC6505635,SRS290861,NaN
F1000Res,PMC6505635,SRR403889,Illumina
F1000Res,PMC6505635,SRX118293,Illumina
F1000Res,PMC6505635,SRS290862,NaN
F1000Res,PMC6505635,SRR403890,Illumina
F1000Res,PMC6505635,SRX118294,Illumina
F1000Res,PMC6505635,SRS290863,NaN
F1000Res,PMC6505635,SRR403891,Illumina
F1000Res,PMC6505635,SRX118295,Illumina
F1000Res,PMC6505635,SRS290864,NaN
F1000Res,PMC6505635,SRR403892,Illumina
F1000Res,PMC6505635,SRX118296,Illumina
F1000Res,PMC6505635,SRS290865,NaN
F1000Res,PMC6505635,SRR403893,Illumina
F1000Res,PMC6505635,SRP000941,SRP000941
F1000Res,PMC6505635,GSE24355,GSE24355
F1000Res,PMC6505635,GSE25842,GSE25842
F1000Res,PMC6505635,SRP003870,SRP003870
F1000Res,PMC6505635,SRP005378,SRP005378
F1000Res,PMC6505635,GSE100007,GSE100007
F1000Res,PMC6505635,SRP109126,SRP109126
F1000Res,PMC6505635,SRX2916198,SRP109126
F1000Res,PMC6505635,SRS2282390,SRP109126
F1000Res,PMC6505635,GSM266774,GPL6491
F1000Res,PMC6505635,SRX2916199,SRP109126
F1000Res,PMC6505635,SRS2282391,SRP109126
F1000Res,PMC6505635,SRX2916200,SRP109126
F1000Res,PMC6505635,SRS2282392,SRP109126
F1000Res,PMC6505635,SRX2916201,SRP109126
F1000Res,PMC6505635,SRS2282393,SRP109126
F1000Res,PMC6505635,GSM266775,GPL6491
F1000Res,PMC6505635,SRX2916202,SRP109126
F1000Res,PMC6505635,SRS2282394,SRP109126
F1000Res,PMC6505635,SRX2916203,SRP109126
F1000Res,PMC6505635,SRS2282395,SRP109126
F1000Res,PMC6505635,SRX2916204,SRP109126
F1000Res,PMC6505635,SRS2282396,SRP109126
F1000Res,PMC6505635,SRX2916205,SRP109126
F1000Res,PMC6505635,SRS2282397,SRP109126
F1000Res,PMC6505635,SRX2916206,SRP109126
F1000Res,PMC6505635,SRS2282400,SRP109126
F1000Res,PMC6505635,GSE41637,GSE41637
F1000Res,PMC6505635,GSM102064,GSE4577
F1000Res,PMC6505635,SRR594393,SRP016501
F1000Res,PMC6505635,SRR594399,SRP016501
F1000Res,PMC6206612,PRJNA483055,SRP160387
F1000Res,PMC6097438,PRJNA259658,SRP046977
F1000Res,PMC6372929,PRJNA495486,SRP165192
F1000Res,PMC6305223,ERR194147,ERP001960
F1000Res,PMC6347031,GSE90833,GSE90833
F1000Res,PMC6406179,PRJNA325058,SRP159694
F1000Res,PMC6406179,SRX4645762,SRP159694
F1000Res,PMC6381805,GSE4548,NaN
F1000Res,PMC6381805,GSE45484,GSE45484
F1000Res,PMC6381805,GPL10558,GSE65907
F1000Res,PMC6381805,GSM110552, Healthy
F1000Res,PMC6381805,GSM110554, Healthy
F1000Res,PMC6392152,GSE84465,GSE84465
F1000Res,PMC6426083,SRA048904,NaN
F1000Res,PMC4574765,GSE15289,GSE15289
F1000Res,PMC4706055,GSE38046,GSE38046
F1000Res,PMC4706055,SRR499718,Illumina
F1000Res,PMC4706055,SRR499719,Illumina
F1000Res,PMC4706055,SRR499720,Illumina
F1000Res,PMC4706055,SRR499721,Illumina
F1000Res,PMC4706055,SRR499734,Illumina
F1000Res,PMC4706055,SRR499735,Illumina
F1000Res,PMC4706055,SRR499736,Illumina
F1000Res,PMC4706055,SRR499737,Illumina
F1000Res,PMC4706055,SRR499738,SRP013275
F1000Res,PMC4706055,GSE54453,GSE54453
F1000Res,PMC4706055,SRR1145787,SRP035922
F1000Res,PMC4706055,SRR1145788,SRP035922
F1000Res,PMC4706055,SRR1145789,SRP035922
F1000Res,PMC4706055,SRR1145790,SRP035922
F1000Res,PMC4712774,GSE64570,GSE64570
F1000Res,PMC4712774,GSE69244,GSE69244
F1000Res,PMC4712774,GSE72165,GSE72165
F1000Res,PMC4934518,GSE60450,GSE60450
F1000Res,PMC4934518,GSM148029,NaN
F1000Res,PMC4934518,SRR1552450,SRP045534
F1000Res,PMC4934518,SRR1552451,SRP045534
F1000Res,PMC4934518,SRR1552452,SRP045534
F1000Res,PMC4934518,GSM148030,NaN
F1000Res,PMC4934518,SRR1552453,SRP045534
F1000Res,PMC4934518,SRR1552454,SRP045534
F1000Res,PMC4934518,SRR1552455,SRP045534
F1000Res,PMC4934518,SRR1552444,SRP045534
F1000Res,PMC4934518,SRR1552445,SRP045534
F1000Res,PMC4934518,SRR1552446,SRP045534
F1000Res,PMC4934518,SRR1552447,SRP045534
F1000Res,PMC4934518,SRR1552448,SRP045534
F1000Res,PMC4934518,SRR1552449,SRP045534
F1000Res,PMC4926754,SRX1584466,SRP061137
F1000Res,PMC4934512,GSE55382,GSE55382
F1000Res,PMC4934512,GSE33722,GSE33722
F1000Res,PMC4856112,GSE16836,GSE16836
F1000Res,PMC4856112,GSE18565,GSE18565
F1000Res,PMC4856112,GSE25913,GSE25913
F1000Res,PMC4856112,GSE34515,GSE34515
F1000Res,PMC4856112,GSE35457,GSE35457
F1000Res,PMC4856112,GSE51997,GSE51997
F1000Res,PMC4856112,GSE60601,GSE60601
F1000Res,PMC4856112,GSE66936,GSE66936
F1000Res,PMC4856112,GSE44721,GSE44721
F1000Res,PMC4856112,GSE10595,GSE10595
F1000Res,PMC4856112,GSE11393,GSE11393
F1000Res,PMC4856112,GSE11430,GSE11430
F1000Res,PMC4856112,GSE11755,GSE11755
F1000Res,PMC4856112,GSE11864,GSE11864
F1000Res,PMC4856112,GSE11943,GSE11943
F1000Res,PMC4856112,GSE12108,GSE12108
F1000Res,PMC4856112,GSE12838,GSE12838
F1000Res,PMC4856112,GSE13899,GSE13899
F1000Res,PMC4856112,GSE14419,GSE14419
F1000Res,PMC4856112,GSE15791,GSE15791
F1000Res,PMC4856112,GSE16385,GSE16385
F1000Res,PMC4856112,GSE16972,GSE16972
