,journal,pmc_ID,accession,converted_accession
40784,BMC_Bioinformatics,PMC5382505,SRX033046,SRP004788
40785,BMC_Bioinformatics,PMC5382505,SRR059177,SRP002790
40786,BMC_Bioinformatics,PMC5387268,GSE35156,GSE35156
40787,BMC_Bioinformatics,PMC5387268,GSE18199,GSE18199
40788,BMC_Bioinformatics,PMC5395875,GSE63525,GSE63525
40791,BMC_Bioinformatics,PMC5406902,SRP051091,SRP051091
40792,BMC_Bioinformatics,PMC5414305,GSE47774,GSE47774
40796,BMC_Bioinformatics,PMC5414344,PRJNA303948,SRP066653
40797,BMC_Bioinformatics,PMC5429578,GSE26320,GSE26320
40798,BMC_Bioinformatics,PMC5429578,GSM646364,GSE26320;GSE26386
40799,BMC_Bioinformatics,PMC5429578,GSM646365,GSE26320;GSE26386
40803,BMC_Bioinformatics,PMC5429578,GSM788366,GSE29195;GSE29196
40804,BMC_Bioinformatics,PMC5429578,GSM768313,GSE30992;GSE31006
40807,BMC_Bioinformatics,PMC5429578,GSE68291,GSE68291
40808,BMC_Bioinformatics,PMC5427619,GSE6344,GSE6344
40809,BMC_Bioinformatics,PMC5427619,GSE15641,GSE15641
40810,BMC_Bioinformatics,PMC5427619,GSE14994,GSE14994
40811,BMC_Bioinformatics,PMC5427619,GSE11024,GSE11024
40812,BMC_Bioinformatics,PMC5427619,GSE1145,GSE1145
40813,BMC_Bioinformatics,PMC5427619,GSE14924,GSE14924
40815,BMC_Bioinformatics,PMC5427619,GSE16759,GSE16759
40816,BMC_Bioinformatics,PMC5427619,GSE24739,GSE24739
40818,BMC_Bioinformatics,PMC5427619,GSE32676,GSE32676
40819,BMC_Bioinformatics,PMC5427619,GSE4183,GSE4183
40820,BMC_Bioinformatics,PMC5427619,GSE1297,GSE1297
40821,BMC_Bioinformatics,PMC5427619,GSE14762,GSE14762
40822,BMC_Bioinformatics,PMC5427619,GSE19188,GSE19188
40823,BMC_Bioinformatics,PMC5427619,GSE19728,GSE19728
40824,BMC_Bioinformatics,PMC5427619,GSE20153,GSE20153
40825,BMC_Bioinformatics,PMC5427619,GSE20291,GSE20291
40826,BMC_Bioinformatics,PMC5427619,GSE21354,GSE21354
40827,BMC_Bioinformatics,PMC5427619,GSE3585,GSE3585
40828,BMC_Bioinformatics,PMC5427619,GSE4107,GSE4107
40829,BMC_Bioinformatics,PMC5427619,GSE5281,GSE5281
40832,BMC_Bioinformatics,PMC5427619,GSE781,GSE781
40833,BMC_Bioinformatics,PMC5427619,GSE8762,GSE8762
40834,BMC_Bioinformatics,PMC5427619,GSE9348,GSE9348
40835,BMC_Bioinformatics,PMC5427619,GSE9476,GSE9476
40841,BMC_Bioinformatics,PMC5123249,SRR921897,SRP026048
40842,BMC_Bioinformatics,PMC5123249,SRR005718,SRP000239
40850,BMC_Bioinformatics,PMC5133487,GSE13159,GSE13159
40851,BMC_Bioinformatics,PMC5133487,GSE28146,GSE28146
40853,BMC_Bioinformatics,PMC5133487,GSE21510,GSE21510
40856,BMC_Bioinformatics,PMC5133492,GSE55727,GSE55727
40857,BMC_Bioinformatics,PMC5442705,GSE52529,GSE52529
40859,BMC_Bioinformatics,PMC5461682,GSE41067,GSE41067
40860,BMC_Bioinformatics,PMC5461682,GSE55278,GSE55278
40861,BMC_Bioinformatics,PMC5461682,GSE19580,GSE19580
40862,BMC_Bioinformatics,PMC5461682,GSE31469,GSE31469
40863,BMC_Bioinformatics,PMC5461682,GSE31470,GSE31470
40864,BMC_Bioinformatics,PMC5461682,GSE31471,GSE31471
40865,BMC_Bioinformatics,PMC5461682,GSE31472,GSE31472
40866,BMC_Bioinformatics,PMC5461682,GSE31473,GSE31473
40867,BMC_Bioinformatics,PMC5461682,GSE31474,GSE31474
40868,BMC_Bioinformatics,PMC5461682,GSE31518,GSE31518
40869,BMC_Bioinformatics,PMC5461682,GSE47937,GSE47937
40870,BMC_Bioinformatics,PMC5461685,GSM663427,GSE16256
40871,BMC_Bioinformatics,PMC5461685,GSM605335,GSE16256
40872,BMC_Bioinformatics,PMC5461685,GSM100347,GSE4465
40873,BMC_Bioinformatics,PMC5461685,GSM207264,GSE11617
40874,BMC_Bioinformatics,PMC5461685,GSM207263,GSE8360
40875,BMC_Bioinformatics,PMC5461685,GSM409307,GSE16256
40876,BMC_Bioinformatics,PMC5461685,GSM409308,GSE16256
40877,BMC_Bioinformatics,PMC5461778,SRP077756,SRP077756
40878,BMC_Bioinformatics,PMC5470212,GSE3605,GSE3605
40879,BMC_Bioinformatics,PMC5471957,GSE31012,GSE31012
40880,BMC_Bioinformatics,PMC5471961,GSE7342,GSE7342
40881,BMC_Bioinformatics,PMC5471961,GSE36890,GSE36890
40885,BMC_Bioinformatics,PMC5477283,GSE2990,GSE2990
40886,BMC_Bioinformatics,PMC5480187,GSE56396,GSE56396
40888,BMC_Bioinformatics,PMC5480187,GSE10245,GSE10245
40890,BMC_Bioinformatics,PMC5481992,GSE14333,GSE14333
40891,BMC_Bioinformatics,PMC5481992,GSE27854,GSE27854
40896,BMC_Bioinformatics,PMC5483284,GSE7905,GSE7905
40898,BMC_Bioinformatics,PMC5490196,ERA172924,ERP001960
40900,BMC_Bioinformatics,PMC5490186,SRR388226,SRP009659
40901,BMC_Bioinformatics,PMC5490186,SRR388227,SRP009659
40902,BMC_Bioinformatics,PMC5490186,SRR388228,SRP009659
40903,BMC_Bioinformatics,PMC5490186,SRR388229,SRP009659
40926,BMC_Bioinformatics,PMC5485588,GPL570,GSE2109
40927,BMC_Bioinformatics,PMC5485588,GPL6480,GSE74357
40928,BMC_Bioinformatics,PMC5485588,GSE47881,GSE47881
40930,BMC_Bioinformatics,PMC5485588,GSE9419,GSE9419
40931,BMC_Bioinformatics,PMC5485588,GSE4302,GSE4302
40932,BMC_Bioinformatics,PMC5485588,GSE5058,GSE5058
40933,BMC_Bioinformatics,PMC5485588,GSE4183,GSE4183
40934,BMC_Bioinformatics,PMC5485588,GSE9254,GSE9254
40935,BMC_Bioinformatics,PMC5485588,GSE42507,GSE42507
40937,BMC_Bioinformatics,PMC5485588,GSE23697,GSE23697
40938,BMC_Bioinformatics,PMC5485588,GSE40588,GSE40588
40939,BMC_Bioinformatics,PMC5485588,GSE15197,GSE15197
40940,BMC_Bioinformatics,PMC5485588,GSE41667,GSE41667
40942,BMC_Bioinformatics,PMC5493069,GSE2191,GSE2191
40944,BMC_Bioinformatics,PMC5493069,GSE3726,GSE3726
40946,BMC_Bioinformatics,PMC5500955,SRP095178,SRP095178
40947,BMC_Bioinformatics,PMC5504766,SRP040310,SRP040310
40948,BMC_Bioinformatics,PMC5504766,SRP091334,SRP091334
40955,BMC_Bioinformatics,PMC5504734,SRR1262367,SRP041441
40956,BMC_Bioinformatics,PMC5504734,SRR1262372,SRP041441
40957,BMC_Bioinformatics,PMC5504734,SRR1262376,SRP041441
40958,BMC_Bioinformatics,PMC5504734,SRR1262379,SRP041441
40959,BMC_Bioinformatics,PMC5504734,SRR940321,SRP027543
40960,BMC_Bioinformatics,PMC5504734,SRR940323,SRP027543
40961,BMC_Bioinformatics,PMC5504734,SRR1566027,SRP046230
40962,BMC_Bioinformatics,PMC5504734,SRR1609918,SRP048787
40963,BMC_Bioinformatics,PMC5504734,SRR330970,SRP007828
40964,BMC_Bioinformatics,PMC5504734,SRR490202,SRP012459
40965,BMC_Bioinformatics,PMC5504734,SRR651040,SRP018081
40966,BMC_Bioinformatics,PMC5504734,SRR2015503,SRP058170
40967,BMC_Bioinformatics,PMC5504734,SRR1200447,SRP040324
40968,BMC_Bioinformatics,PMC5520322,SRX803011,SRP050567
40971,BMC_Bioinformatics,PMC5520322,ERA172924,ERP001960
40976,BMC_Bioinformatics,PMC5525214,SRR1777625,SRP052922
40977,BMC_Bioinformatics,PMC5532784,GSE70138,GSE70138
40979,BMC_Bioinformatics,PMC5540620,GSE47753,GSE47753
40980,BMC_Bioinformatics,PMC5540620,GSM149662,GSE6640
40983,BMC_Bioinformatics,PMC5543545,GSE63770,GSE63770
40984,BMC_Bioinformatics,PMC5543545,GSM155688,GSE6791
40988,BMC_Bioinformatics,PMC5543545,GSM155689,GSE6791
40996,BMC_Bioinformatics,PMC5547489,PRJNA330547,SRP078954
40997,BMC_Bioinformatics,PMC5547489,PRJNA327875,SRP077937
40998,BMC_Bioinformatics,PMC5547489,GSM923444,GSE34399;GSE51334
41002,BMC_Bioinformatics,PMC5549294,GSE38140,GSE38140
41003,BMC_Bioinformatics,PMC5549294,GSE51633,GSE51633
41004,BMC_Bioinformatics,PMC5549294,GSE72622,GSE72622
41005,BMC_Bioinformatics,PMC5550947,GSM758567,GSE26284;GSE30567
41006,BMC_Bioinformatics,PMC5550947,GSM758572,GSE26284;GSE30567
41007,BMC_Bioinformatics,PMC5550947,GSM758573,GSE26284;GSE30567
41008,BMC_Bioinformatics,PMC5550947,GSM758577,GSE26284;GSE30567
41009,BMC_Bioinformatics,PMC5550947,GSM765389,GSE26284;GSE30567
41010,BMC_Bioinformatics,PMC5550947,GSM765391,GSE26284;GSE30567
41011,BMC_Bioinformatics,PMC5550947,GSM765396,GSE26284;GSE30567
41012,BMC_Bioinformatics,PMC5550947,GSM765398,GSE26284;GSE30567
41013,BMC_Bioinformatics,PMC5550947,GSM767845,GSE26284;GSE30567
41014,BMC_Bioinformatics,PMC5550947,GSM767847,GSE26284;GSE30567
41015,BMC_Bioinformatics,PMC5550947,GSM767851,GSE26284;GSE30567
41016,BMC_Bioinformatics,PMC5550947,GSM767854,GSE26284;GSE30567
41017,BMC_Bioinformatics,PMC5550947,GSM767855,GSE26284;GSE30567
41018,BMC_Bioinformatics,PMC5550947,GSM767856,GSE26284;GSE30567
41019,BMC_Bioinformatics,PMC5550947,SRR037455,SRP001847
41020,BMC_Bioinformatics,PMC5550947,SRR037466,SRP001847
41021,BMC_Bioinformatics,PMC5550947,SRR037470,SRP001847
41022,BMC_Bioinformatics,PMC5550947,SRR037473,SRP001847
41023,BMC_Bioinformatics,PMC5550947,SRR037479,SRP001847
41024,BMC_Bioinformatics,PMC5550947,SRR037456,SRP001847
41025,BMC_Bioinformatics,PMC5550947,SRR037467,SRP001847
41026,BMC_Bioinformatics,PMC5550947,SRR037471,SRP001847
41027,BMC_Bioinformatics,PMC5550947,SRR037474,SRP001847
41028,BMC_Bioinformatics,PMC5550947,SRR037457,SRP001847
41029,BMC_Bioinformatics,PMC5550947,SRR037468,SRP001847
41030,BMC_Bioinformatics,PMC5550947,SRR037472,SRP001847
41031,BMC_Bioinformatics,PMC5550947,SRR037475,SRP001847
41032,BMC_Bioinformatics,PMC5550947,SRR037458,SRP001847
41033,BMC_Bioinformatics,PMC5550947,SRR037469,SRP001847
41034,BMC_Bioinformatics,PMC5550947,SRR037476,SRP001847
41043,BMC_Bioinformatics,PMC5563063,SRR1151311,SRP038708
41044,BMC_Bioinformatics,PMC5563063,ERA000206,ERP000092
41045,BMC_Bioinformatics,PMC5563063,SRR1206093,SRP040648
41046,BMC_Bioinformatics,PMC5563063,ERR330008,ERP003799
41048,BMC_Bioinformatics,PMC5563063,SRR543736,SRP033682
41049,BMC_Bioinformatics,PMC5563063,SRR823377,SRP020093
41050,BMC_Bioinformatics,PMC5568075,GSE10072,GSE10072
41051,BMC_Bioinformatics,PMC5568075,GSE32863,GSE32863
41052,BMC_Bioinformatics,PMC5568075,GSE7670,GSE7670
41053,BMC_Bioinformatics,PMC5568075,GSE77314,GSE77314
41054,BMC_Bioinformatics,PMC5568075,GSE77509,GSE77509
41055,BMC_Bioinformatics,PMC5603007,GSE80323,GSE80323
41056,BMC_Bioinformatics,PMC5603007,GSE86865,GSE86865
41057,BMC_Bioinformatics,PMC5603007,GSE89850,GSE89850
41058,BMC_Bioinformatics,PMC5603007,GSE83827,GSE83827
41059,BMC_Bioinformatics,PMC5603007,GSE53239,GSE53239
41069,BMC_Bioinformatics,PMC5604413,GSE39901,GSE39901
41070,BMC_Bioinformatics,PMC5604413,GSE38286,GSE38286
41071,BMC_Bioinformatics,PMC5604298,GSM549324,GSE19491;GSE22098
41072,BMC_Bioinformatics,PMC5607646,SRA052203,NaN
41073,BMC_Bioinformatics,PMC5623974,SRR1611183,SRP048874
41074,BMC_Bioinformatics,PMC5629557,SRR099957,SRP004060
41075,BMC_Bioinformatics,PMC5629557,ERR251013,SRP001294
41076,BMC_Bioinformatics,PMC5637252,ERP003950,ERP003950
41077,BMC_Bioinformatics,PMC5637252,SRX190717,SRP015957
41078,BMC_Bioinformatics,PMC5640951,GSE5281,GSE5281
41079,BMC_Bioinformatics,PMC5640951,GSE20295,GSE20295
41080,BMC_Bioinformatics,PMC5640951,GSE3365,GSE3365
41081,BMC_Bioinformatics,PMC5640951,GSE48018,GSE48018
41082,BMC_Bioinformatics,PMC5640951,GSE20194,GSE20194
41083,BMC_Bioinformatics,PMC5640951,GSE4115,GSE4115
41084,BMC_Bioinformatics,PMC5640951,GSE37069,GSE37069
41085,BMC_Bioinformatics,PMC5640951,GSE36809,GSE36809
41089,BMC_Bioinformatics,PMC5640951,GSE48015,GSE48015
41094,BMC_Bioinformatics,PMC5640951,GSE36980,GSE36980
41095,BMC_Bioinformatics,PMC5640951,GSE53890,GSE53890
41096,BMC_Bioinformatics,PMC5640951,GSE8397,GSE8397
41097,BMC_Bioinformatics,PMC5640951,GSE7621,GSE7621
41098,BMC_Bioinformatics,PMC5640951,GSE9006,GSE9006
41099,BMC_Bioinformatics,PMC5640951,GSE20346,GSE20346
41100,BMC_Bioinformatics,PMC5640951,GSE8650,GSE8650
41101,BMC_Bioinformatics,PMC5640951,GSE20146,GSE20146
41102,BMC_Bioinformatics,PMC5640951,GSE19587,GSE19587
41103,BMC_Bioinformatics,PMC5640951,GSE27131,GSE27131
41104,BMC_Bioinformatics,PMC5634843,SRR1695529,SRP050866
41105,BMC_Bioinformatics,PMC5648503,GSE15745,GSE15745
41106,BMC_Bioinformatics,PMC5657078,SRR299053,SRP007354
41107,BMC_Bioinformatics,PMC5657078,SRR306438,SRP007400
41112,BMC_Bioinformatics,PMC5657049,SRA059004,NaN
41113,BMC_Bioinformatics,PMC5657035,SRR172902,SRP004311
41114,BMC_Bioinformatics,PMC5657035,SRR172903,SRP004311
41115,BMC_Bioinformatics,PMC5667504,GSE48037,GSE48037
41116,BMC_Bioinformatics,PMC5686814,GSE29184,GSE29184
41117,BMC_Bioinformatics,PMC5686814,GSE35156,GSE35156
41118,BMC_Bioinformatics,PMC5691387,GSE28475,GSE28475
41119,BMC_Bioinformatics,PMC5691387,GSE38322,GSE38322
41120,BMC_Bioinformatics,PMC5691387,GSE28521,GSE28521
41121,BMC_Bioinformatics,PMC5691387,GSE51612,GSE51612
41122,BMC_Bioinformatics,PMC5691387,GSE62594,GSE62594
41123,BMC_Bioinformatics,PMC5691387,GSE40630,GSE40630
41124,BMC_Bioinformatics,PMC5691387,GSE32012,GSE32012
41125,BMC_Bioinformatics,PMC5691387,GSE47150,GSE47150
41130,BMC_Bioinformatics,PMC5691387,GPL6883,GSE36868
41136,BMC_Bioinformatics,PMC5691387,GPL10558,GSE65907
41150,BMC_Bioinformatics,PMC5691387,GPL13912,GSE85339
41152,BMC_Bioinformatics,PMC5691387,GPL7202,GSE54089
41154,BMC_Bioinformatics,PMC5691387,GPL6246,GSE15907
41156,BMC_Bioinformatics,PMC5691387,GPL1261,GSE44783;GSE68387
41189,BMC_Bioinformatics,PMC5697344,GSE52712,GSE52712
41190,BMC_Bioinformatics,PMC5697344,GSE40987,GSE40987
41191,BMC_Bioinformatics,PMC5697344,GSE52262,GSE52262
41192,BMC_Bioinformatics,PMC5697344,GSE12790,GSE12790
41193,BMC_Bioinformatics,PMC5697344,GSE46834,GSE46834
41194,BMC_Bioinformatics,PMC5697344,GSE68651,GSE68651
41195,BMC_Bioinformatics,PMC5697344,GSE74251,GSE74251
41196,BMC_Bioinformatics,PMC5697344,GSE74377,GSE74377
41197,BMC_Bioinformatics,PMC5697344,GSE78011,GSE78011
41198,BMC_Bioinformatics,PMC5697344,GSE81593,GSE81593
41199,BMC_Bioinformatics,PMC5697344,GSE75292,GSE75292
41200,BMC_Bioinformatics,PMC5697344,GSE29327,GSE29327
41201,BMC_Bioinformatics,PMC5697344,GSE30931,GSE30931
41202,BMC_Bioinformatics,PMC5697344,GSE48398,GSE48398
41203,BMC_Bioinformatics,PMC5697344,GSE35928,GSE35928
41204,BMC_Bioinformatics,PMC5697344,GSE57339,GSE57339
41205,BMC_Bioinformatics,PMC5697344,GSE45715,GSE45715
41206,BMC_Bioinformatics,PMC5699183,SRR1801279,SRP054858
41207,BMC_Bioinformatics,PMC5699183,SRR2089773,SRP060497
41208,BMC_Bioinformatics,PMC5699183,SRR2089774,SRP060497
41209,BMC_Bioinformatics,PMC5699183,SRR2089775,SRP060497
41210,BMC_Bioinformatics,PMC5699183,SRR1707287,SRP051092
41211,BMC_Bioinformatics,PMC5699183,SRR543219,SRP014641
41212,BMC_Bioinformatics,PMC5699183,SRR1997462,SRP003608
41213,BMC_Bioinformatics,PMC5699183,SRR2015301,SRP058158
41214,BMC_Bioinformatics,PMC5699183,SRR899957,SRP023200
41215,BMC_Bioinformatics,PMC5699183,SRR1291041,SRP047053
41216,BMC_Bioinformatics,PMC5699183,SRR958464,SRP029216
41217,BMC_Bioinformatics,PMC5699183,SRR504904,SRP013618
41218,BMC_Bioinformatics,PMC5699183,SRR942310,SRP027340
41219,BMC_Bioinformatics,PMC5699183,SRR1993099,SRP057593
41220,BMC_Bioinformatics,PMC5699183,ERR1437502,ERP015868
41221,BMC_Bioinformatics,PMC5699183,ERR771129,ERP009711
41222,BMC_Bioinformatics,PMC5699183,SRR2984940,SRP067222
41223,BMC_Bioinformatics,PMC5699183,SRR494422,SRP012850
41224,BMC_Bioinformatics,PMC5699183,SRR494432,SRP012850
41225,BMC_Bioinformatics,PMC5699183,SRR2043182,SRP058794
41226,BMC_Bioinformatics,PMC5700673,GSE67006,GSE67006
41229,BMC_Bioinformatics,PMC5702113,GSM124664,2
41230,BMC_Bioinformatics,PMC5702113,GSM124665,2
41231,BMC_Bioinformatics,PMC5702113,GSM124666,2
41232,BMC_Bioinformatics,PMC5702113,GSM124667,2
41234,BMC_Bioinformatics,PMC5702113,GSM124668,2
41235,BMC_Bioinformatics,PMC5702113,GSM164728,GSE6754
41236,BMC_Bioinformatics,PMC5702113,GSM164729,GSE6754
41237,BMC_Bioinformatics,PMC5702113,GSM164730,GSE6754
41238,BMC_Bioinformatics,PMC5702113,GSM164731,GSE6754
41239,BMC_Bioinformatics,PMC5702113,GSM198585,GPL3428
41240,BMC_Bioinformatics,PMC5702113,GSM198586,GPL3428
41242,BMC_Bioinformatics,PMC5702113,GSM198587,GPL3428
41243,BMC_Bioinformatics,PMC5702205,PRJNA298638,SRP064918
41244,BMC_Bioinformatics,PMC5704532,SRR826442,SRP021029
41245,BMC_Bioinformatics,PMC5704532,SRR826444,SRP021029
41246,BMC_Bioinformatics,PMC5704532,SRR826446,SRP021029
41247,BMC_Bioinformatics,PMC5704532,SRR826450,SRP021029
41248,BMC_Bioinformatics,PMC5704532,DRR008444,DRP001005
41249,BMC_Bioinformatics,PMC5719527,SRP035367,SRP035367
41250,BMC_Bioinformatics,PMC5719527,SRR1508275,SRP044107
41251,BMC_Bioinformatics,PMC5719527,SRP079401,SRP079401
41255,BMC_Bioinformatics,PMC5735940,GSE50058,GSE50058
41256,BMC_Bioinformatics,PMC5735940,GSE21374,GSE21374
41257,BMC_Bioinformatics,PMC5735940,GSE12251,GSE12251
41258,BMC_Bioinformatics,PMC5735940,GSE14580,GSE14580
41260,BMC_Bioinformatics,PMC5735940,GSE21347,GSE21347
41267,BMC_Bioinformatics,PMC5738049,GSE5281,GSE5281
41269,BMC_Bioinformatics,PMC5740711,GSE20194,GSE20194
41270,BMC_Bioinformatics,PMC5740711,GSE23988,GSE23988
41271,BMC_Bioinformatics,PMC5740711,GSE25065,GSE25065
41272,BMC_Bioinformatics,PMC5740711,GSE42822,GSE42822
41273,BMC_Bioinformatics,PMC5740937,GPL96,GSE19301
41274,BMC_Bioinformatics,PMC5740937,GPL570,GSE2109
41289,BMC_Bioinformatics,PMC5740937,GSE15852,GSE15852
41290,BMC_Bioinformatics,PMC5740937,GSE20437,GSE20437
41291,BMC_Bioinformatics,PMC5740937,GSE5327,GSE5327
41292,BMC_Bioinformatics,PMC5740937,GSE10810,GSE10810
41293,BMC_Bioinformatics,PMC5745983,GSE84846,GSE84846
41294,BMC_Bioinformatics,PMC5745983,GSE30788,GSE30788
41295,BMC_Bioinformatics,PMC5745983,GSE85446,GSE85446
41315,BMC_Bioinformatics,PMC5751770,ERR194147,ERP001960
41316,BMC_Bioinformatics,PMC5751770,ERR233152,ERP002277
41317,BMC_Bioinformatics,PMC5751770,SRR935126,SRP027412
41318,BMC_Bioinformatics,PMC5751770,SRR489793,SRP033682
41319,BMC_Bioinformatics,PMC5751770,SRR801793,SRP020472
41320,BMC_Bioinformatics,PMC5751770,SRR125858,SRP004073
41321,BMC_Bioinformatics,PMC5751770,SRR5419422,SRP103099
41322,BMC_Bioinformatics,PMC5751770,ERR1137269,ERP012929
41331,BMC_Bioinformatics,PMC5751770,ERR137269,ERP000192
41361,BMC_Bioinformatics,PMC5751806,GPL570,GSE2109
41362,BMC_Bioinformatics,PMC5751806,GPL96,GSE19301
41363,BMC_Bioinformatics,PMC5751806,GSM17122,GSE1085
41365,BMC_Bioinformatics,PMC5751600,GSE8397,GSE8397
41368,BMC_Bioinformatics,PMC5756333,GSE56638,GSE56638
41369,BMC_Bioinformatics,PMC5759208,GSE1992,GSE1992
41370,BMC_Bioinformatics,PMC5759208,GSE2607,GSE2607
41371,BMC_Bioinformatics,PMC5759208,GSE2741,GSE2741
41372,BMC_Bioinformatics,PMC5759208,GSE3143,GSE3143
41373,BMC_Bioinformatics,PMC5759208,GSE4611,GSE4611
41374,BMC_Bioinformatics,PMC5759208,GSE10810,GSE10810
41375,BMC_Bioinformatics,PMC5759208,GSE10885,GSE10885
41376,BMC_Bioinformatics,PMC5759208,GSE12622,GSE12622
41377,BMC_Bioinformatics,PMC5759208,GSE19177,GSE19177
41378,BMC_Bioinformatics,PMC5759208,GSE19783,GSE19783
41379,BMC_Bioinformatics,PMC5759208,GSE20711,GSE20711
41380,BMC_Bioinformatics,PMC5759208,GSE21921,GSE21921
41381,BMC_Bioinformatics,PMC5759208,GSE22093,GSE22093
41382,BMC_Bioinformatics,PMC5759208,GSE29431,GSE29431
41383,BMC_Bioinformatics,PMC5759208,GSE37145,GSE37145
41384,BMC_Bioinformatics,PMC5759208,GSE39004,GSE39004
41385,BMC_Bioinformatics,PMC5759208,GSE40115,GSE40115
41386,BMC_Bioinformatics,PMC5759208,GSE43358,GSE43358
41387,BMC_Bioinformatics,PMC5759208,GSE45255,GSE45255
41388,BMC_Bioinformatics,PMC5759208,GSE45827,GSE45827
41389,BMC_Bioinformatics,PMC5759208,GSE46184,GSE46184
41390,BMC_Bioinformatics,PMC5759208,GSE50939,GSE50939
41391,BMC_Bioinformatics,PMC5759208,GSE53031,GSE53031
41392,BMC_Bioinformatics,PMC5759208,GSE56493,GSE56493
41393,BMC_Bioinformatics,PMC5759208,GSE60785,GSE60785
41419,BMC_Bioinformatics,PMC5778658,GDS3915,GSE9990
41420,BMC_Bioinformatics,PMC5778658,GDS964,NaN
41421,BMC_Bioinformatics,PMC5778658,GDS4146,NaN
41422,BMC_Bioinformatics,PMC5778658,GDS2456,GSE5324
41423,BMC_Bioinformatics,PMC5778658,GDS5088,GSE56899
41424,BMC_Bioinformatics,PMC5778658,GDS4395,GSE30174
41425,BMC_Bioinformatics,PMC5778658,GDS4822,GSE41789
41426,BMC_Bioinformatics,PMC5778658,GDS3326,GSE6751
41427,BMC_Bioinformatics,PMC5778658,GDS3181,GSE9105
41428,BMC_Bioinformatics,PMC5778658,GDS4258,GSE29628
41430,BMC_Bioinformatics,PMC5778658,GDS3432,GSE6711
41434,BMC_Bioinformatics,PMC5778658,GDS2882,GSE6514
41436,BMC_Bioinformatics,PMC5778658,GDS3859,GSE22307
41438,BMC_Bioinformatics,PMC5778658,GDS972,NaN
41440,BMC_Bioinformatics,PMC5778658,GDS947,NaN
41444,BMC_Bioinformatics,PMC5778658,GDS2688,GSE5101
41446,BMC_Bioinformatics,PMC5778658,GDS2135,GSE4675
41449,BMC_Bioinformatics,PMC5778658,GDS4319,GSE32513
41451,BMC_Bioinformatics,PMC5778658,GDS3924,GSE24641
41452,BMC_Bioinformatics,PMC5778658,GDS4518,GSE35185
41453,BMC_Bioinformatics,PMC5778658,GDS3184,GSE10032
41454,BMC_Bioinformatics,PMC5778658,GDS4820,GSE45426
41455,BMC_Bioinformatics,PMC5778658,GDS3145,GSE7814
41456,BMC_Bioinformatics,PMC5778658,GDS1840,GSE2874
41458,BMC_Bioinformatics,PMC5778658,GDS2851,NaN
41459,BMC_Bioinformatics,PMC5778658,GDS1784,GSE2746
41462,BMC_Bioinformatics,PMC5778658,GDS3944,GSE25829
41476,BMC_Bioinformatics,PMC4751710,GSM803363,GSE32465;GSE51334
41477,BMC_Bioinformatics,PMC4751710,GSM915175,GSE36024;GSE49847
41478,BMC_Bioinformatics,PMC5800085,GSE98064,GSE98064
41480,BMC_Bioinformatics,PMC5807796,SRR1652473,SRP049787
41482,BMC_Bioinformatics,PMC5813365,SRR330866,SRP007825
41483,BMC_Bioinformatics,PMC5813365,SRR330860,SRP007825
41486,BMC_Bioinformatics,PMC5813365,GSE46579,GSE46579
41489,BMC_Bioinformatics,PMC5813365,GSE31037,GSE31037
41492,BMC_Bioinformatics,PMC5813365,GSE37616,GSE37616
41495,BMC_Bioinformatics,PMC5813365,GSE59944,GSE59944
41498,BMC_Bioinformatics,PMC5813365,GSE65752,GSE65752
41501,BMC_Bioinformatics,PMC5813365,GSE31349,GSE31349
41504,BMC_Bioinformatics,PMC5813365,GSE33584,GSE33584
41507,BMC_Bioinformatics,PMC5813365,GSE72769,GSE72769
41510,BMC_Bioinformatics,PMC5819234,GSE18090,GSE18090
41511,BMC_Bioinformatics,PMC5819234,GSE43777,GSE43777
41526,BMC_Bioinformatics,PMC5819234,GSE53441,GSE53441
41528,BMC_Bioinformatics,PMC5819234,GSE18123,GSE18123
41529,BMC_Bioinformatics,PMC5819234,GSE34205,GSE34205
41530,BMC_Bioinformatics,PMC5819234,GSE69015,GSE69015
41531,BMC_Bioinformatics,PMC5819234,GSE77926,GSE77926
41532,BMC_Bioinformatics,PMC5819234,GSE92754,GSE92754
41533,BMC_Bioinformatics,PMC5819234,GSE94855,GSE94855
41534,BMC_Bioinformatics,PMC5819234,GSE44183,GSE44183
41535,BMC_Bioinformatics,PMC5819234,GSE54456,GSE54456
41536,BMC_Bioinformatics,PMC5819234,GSE77564,GSE77564
41537,BMC_Bioinformatics,PMC5819234,GSE65540,GSE65540
41552,BMC_Bioinformatics,PMC5817627,SRX006239,SRP000941
41553,BMC_Bioinformatics,PMC5817627,SRX006782,SRP000941
41554,BMC_Bioinformatics,PMC5838881,GSE37751,GSE37751
41555,BMC_Bioinformatics,PMC5842653,GSE86340,GSE86340
41556,BMC_Bioinformatics,PMC5842653,GSM210301,GSE8479
41559,BMC_Bioinformatics,PMC5845352,SRR826460,SRP021027
41560,BMC_Bioinformatics,PMC5845352,SRR826471,SRP021027
41564,BMC_Bioinformatics,PMC5850943,GSE1,GSE1
41566,BMC_Bioinformatics,PMC5870402,GSE29614,GSE29614
41567,BMC_Bioinformatics,PMC5870402,GSE29617,GSE29617
41568,BMC_Bioinformatics,PMC5872553,GSE1456,GSE1456
41569,BMC_Bioinformatics,PMC5872553,GSE17538,GSE17538
41570,BMC_Bioinformatics,PMC5872553,GSE13204,GSE13204
